scenario,run_id,player,total_reward,EV_per_round,ROI
sim1_BS_HiLo_AC,131,AC,-138.0,-0.276,-0.138
sim1_BS_HiLo_AC,131,BS,10.0,0.02,0.01
sim1_BS_HiLo_AC,131,HiLo,-186.0,-0.372,-0.186
sim1_BS_HiLo_AC,132,AC,819.0,1.638,0.819
sim1_BS_HiLo_AC,132,BS,80.0,0.16,0.08
sim1_BS_HiLo_AC,132,HiLo,292.0,0.584,0.292
sim1_BS_HiLo_AC,133,AC,118.0,0.236,0.118
sim1_BS_HiLo_AC,133,BS,135.0,0.27,0.135
sim1_BS_HiLo_AC,133,HiLo,482.0,0.964,0.482
sim1_BS_HiLo_AC,134,AC,507.0,1.014,0.507
sim1_BS_HiLo_AC,134,BS,380.0,0.76,0.38
sim1_BS_HiLo_AC,134,HiLo,103.0,0.206,0.103
sim1_BS_HiLo_AC,135,AC,178.0,0.356,0.178
sim1_BS_HiLo_AC,135,BS,520.0,1.04,0.52
sim1_BS_HiLo_AC,135,HiLo,172.0,0.344,0.172
sim1_BS_HiLo_AC,136,AC,542.0,1.084,0.542
sim1_BS_HiLo_AC,136,BS,90.0,0.18,0.09
sim1_BS_HiLo_AC,136,HiLo,339.0,0.678,0.339
sim1_BS_HiLo_AC,137,AC,629.0,1.258,0.629
