scenario,run_id,player,final_chips
sim1_BS_HiLo_AC,36,HiLo,875.0
sim1_BS_HiLo_AC,37,AC,647.0
sim1_BS_HiLo_AC,37,BS,485.0
sim1_BS_HiLo_AC,37,HiLo,1179.0
sim1_BS_HiLo_AC,38,AC,1209.0
sim1_BS_HiLo_AC,38,BS,850.0
sim1_BS_HiLo_AC,38,HiLo,914.0
sim1_BS_HiLo_AC,39,AC,1412.0
sim1_BS_HiLo_AC,39,BS,1020.0
sim1_BS_HiLo_AC,39,HiLo,606.0
sim1_BS_HiLo_AC,40,AC,801.0
sim1_BS_HiLo_AC,40,BS,665.0
sim1_BS_HiLo_AC,40,HiLo,876.0
sim1_BS_HiLo_AC,41,AC,1342.0
sim1_BS_HiLo_AC,41,BS,805.0
sim1_BS_HiLo_AC,41,HiLo,769.0
sim1_BS_HiLo_AC,42,AC,1228.0
sim1_BS_HiLo_AC,42,BS,790.0
sim1_BS_HiLo_AC,42,HiLo,1179.0
sim1_BS_HiLo_AC,43,AC,1485.0
sim1_BS_HiLo_AC,43,BS,1345.0
sim1_BS_HiLo_AC,43,HiLo,1206.0
sim1_BS_HiLo_AC,44,AC,1086.0
sim1_BS_HiLo_AC,44,BS,1000.0
sim1_BS_HiLo_AC,44,HiLo,1070.0
sim1_BS_HiLo_AC,45,AC,364.0
sim1_BS_HiLo_AC,45,BS,740.0
sim1_BS_HiLo_AC,45,HiLo,282.0
sim1_BS_HiLo_AC,46,AC,787.0
sim1_BS_HiLo_AC,46,BS,745.0
sim1_BS_HiLo_AC,46,HiLo,364.0
sim1_BS_HiLo_AC,47,AC,840.0
sim1_BS_HiLo_AC,47,BS,570.0
sim1_BS_HiLo_AC,47,HiLo,618.0
sim1_BS_HiLo_AC,48,AC,990.0
sim1_BS_HiLo_AC,48,BS,875.0
sim1_BS_HiLo_AC,48,HiLo,1294.0
sim1_BS_HiLo_AC,49,AC,1735.0
sim1_BS_HiLo_AC,49,BS,1165.0
sim1_BS_HiLo_AC,49,HiLo,1657.0
sim1_BS_HiLo_AC,50,AC,665.0
sim1_BS_HiLo_AC,50,BS,1030.0
sim1_BS_HiLo_AC,50,HiLo,1606.0
sim1_BS_HiLo_AC,51,AC,1549.0
sim1_BS_HiLo_AC,51,BS,1195.0
sim1_BS_HiLo_AC,51,HiLo,1376.0
sim1_BS_HiLo_AC,52,AC,1235.0
sim1_BS_HiLo_AC,52,BS,1015.0
sim1_BS_HiLo_AC,52,HiLo,494.0
sim1_BS_HiLo_AC,53,AC,1172.0
sim1_BS_HiLo_AC,53,BS,935.0
sim1_BS_HiLo_AC,53,HiLo,649.0
sim1_BS_HiLo_AC,54,AC,1475.0
sim1_BS_HiLo_AC,54,BS,1480.0
sim1_BS_HiLo_AC,54,HiLo,1508.0
sim1_BS_HiLo_AC,55,AC,1133.0
sim1_BS_HiLo_AC,55,BS,905.0
sim1_BS_HiLo_AC,55,HiLo,748.0
sim1_BS_HiLo_AC,56,AC,1485.0
sim1_BS_HiLo_AC,56,BS,805.0
sim1_BS_HiLo_AC,56,HiLo,952.0
sim1_BS_HiLo_AC,57,AC,1793.0
sim1_BS_HiLo_AC,57,BS,930.0
sim1_BS_HiLo_AC,57,HiLo,791.0
sim1_BS_HiLo_AC,58,AC,788.0
sim1_BS_HiLo_AC,58,BS,960.0
sim1_BS_HiLo_AC,58,HiLo,703.0
sim1_BS_HiLo_AC,59,AC,1009.0
sim1_BS_HiLo_AC,59,BS,1055.0
sim1_BS_HiLo_AC,59,HiLo,633.0
sim1_BS_HiLo_AC,60,AC,1258.0
sim1_BS_HiLo_AC,60,BS,820.0
sim1_BS_HiLo_AC,60,HiLo,905.0
sim1_BS_HiLo_AC,61,AC,1317.0
sim1_BS_HiLo_AC,61,BS,1025.0
sim1_BS_HiLo_AC,61,HiLo,1034.0
sim1_BS_HiLo_AC,62,AC,1164.0
sim1_BS_HiLo_AC,62,BS,1180.0
sim1_BS_HiLo_AC,62,HiLo,799.0
sim1_BS_HiLo_AC,63,AC,657.0
sim1_BS_HiLo_AC,63,BS,695.0
sim1_BS_HiLo_AC,63,HiLo,951.0
sim1_BS_HiLo_AC,64,AC,1368.0
sim1_BS_HiLo_AC,64,BS,825.0
sim1_BS_HiLo_AC,64,HiLo,937.0
sim1_BS_HiLo_AC,65,AC,1434.0
sim1_BS_HiLo_AC,65,BS,895.0
sim1_BS_HiLo_AC,65,HiLo,1494.0
sim1_BS_HiLo_AC,66,AC,1396.0
sim1_BS_HiLo_AC,66,BS,1050.0
sim1_BS_HiLo_AC,66,HiLo,1259.0
sim1_BS_HiLo_AC,67,AC,1135.0
sim1_BS_HiLo_AC,67,BS,1320.0
sim1_BS_HiLo_AC,67,HiLo,1457.0
sim1_BS_HiLo_AC,68,AC,23.0
sim1_BS_HiLo_AC,68,BS,750.0
sim1_BS_HiLo_AC,68,HiLo,62.0
sim1_BS_HiLo_AC,69,AC,872.0
sim1_BS_HiLo_AC,69,BS,1150.0
sim1_BS_HiLo_AC,69,HiLo,1820.0
sim1_BS_HiLo_AC,70,AC,1197.0
sim1_BS_HiLo_AC,70,BS,1600.0
sim1_BS_HiLo_AC,70,HiLo,1162.0
sim1_BS_HiLo_AC,71,AC,808.0
sim1_BS_HiLo_AC,71,BS,1255.0
sim1_BS_HiLo_AC,71,HiLo,995.0
sim1_BS_HiLo_AC,72,AC,166.0
sim1_BS_HiLo_AC,72,BS,935.0
sim1_BS_HiLo_AC,72,HiLo,177.0
sim1_BS_HiLo_AC,73,AC,772.0
sim1_BS_HiLo_AC,73,BS,1075.0
sim1_BS_HiLo_AC,73,HiLo,924.0
sim1_BS_HiLo_AC,74,AC,856.0
sim1_BS_HiLo_AC,74,BS,895.0
sim1_BS_HiLo_AC,74,HiLo,1555.0
sim1_BS_HiLo_AC,75,AC,854.0
sim1_BS_HiLo_AC,75,BS,1110.0
sim1_BS_HiLo_AC,75,HiLo,1120.0
sim1_BS_HiLo_AC,76,AC,1902.0
sim1_BS_HiLo_AC,76,BS,1180.0
sim1_BS_HiLo_AC,76,HiLo,660.0
sim1_BS_HiLo_AC,77,AC,1218.0
sim1_BS_HiLo_AC,77,BS,1265.0
sim1_BS_HiLo_AC,77,HiLo,932.0
sim1_BS_HiLo_AC,78,AC,1088.0
sim1_BS_HiLo_AC,78,BS,915.0
sim1_BS_HiLo_AC,78,HiLo,1443.0
sim1_BS_HiLo_AC,79,AC,1232.0
sim1_BS_HiLo_AC,79,BS,975.0
sim1_BS_HiLo_AC,79,HiLo,1043.0
sim1_BS_HiLo_AC,80,AC,1070.0
sim1_BS_HiLo_AC,80,BS,1135.0
sim1_BS_HiLo_AC,80,HiLo,939.0
sim1_BS_HiLo_AC,81,AC,1321.0
sim1_BS_HiLo_AC,81,BS,1110.0
sim1_BS_HiLo_AC,81,HiLo,1038.0
sim1_BS_HiLo_AC,82,AC,1027.0
sim1_BS_HiLo_AC,82,BS,1120.0
sim1_BS_HiLo_AC,82,HiLo,1362.0
sim1_BS_HiLo_AC,83,AC,1052.0
sim1_BS_HiLo_AC,83,BS,850.0
sim1_BS_HiLo_AC,83,HiLo,1256.0
sim1_BS_HiLo_AC,84,AC,1642.0
sim1_BS_HiLo_AC,84,BS,1405.0
sim1_BS_HiLo_AC,84,HiLo,1457.0
sim1_BS_HiLo_AC,85,AC,1371.0
sim1_BS_HiLo_AC,85,BS,930.0
sim1_BS_HiLo_AC,85,HiLo,1024.0
sim1_BS_HiLo_AC,86,AC,564.0
sim1_BS_HiLo_AC,86,BS,825.0
sim1_BS_HiLo_AC,86,HiLo,1275.0
sim1_BS_HiLo_AC,87,AC,1156.0
sim1_BS_HiLo_AC,87,BS,710.0
sim1_BS_HiLo_AC,87,HiLo,996.0
sim1_BS_HiLo_AC,88,AC,1139.0
sim1_BS_HiLo_AC,88,BS,1480.0
sim1_BS_HiLo_AC,88,HiLo,1712.0
sim1_BS_HiLo_AC,89,AC,1119.0
sim1_BS_HiLo_AC,89,BS,1410.0
sim1_BS_HiLo_AC,89,HiLo,1115.0
sim1_BS_HiLo_AC,90,AC,844.0
sim1_BS_HiLo_AC,90,BS,1205.0
sim1_BS_HiLo_AC,90,HiLo,724.0
sim1_BS_HiLo_AC,91,AC,782.0
sim1_BS_HiLo_AC,91,BS,1300.0
sim1_BS_HiLo_AC,91,HiLo,1669.0
sim1_BS_HiLo_AC,92,AC,1169.0
sim1_BS_HiLo_AC,92,BS,1145.0
sim1_BS_HiLo_AC,92,HiLo,588.0
sim1_BS_HiLo_AC,93,AC,812.0
sim1_BS_HiLo_AC,93,BS,1005.0
sim1_BS_HiLo_AC,93,HiLo,812.0
sim1_BS_HiLo_AC,94,AC,795.0
sim1_BS_HiLo_AC,94,BS,930.0
sim1_BS_HiLo_AC,94,HiLo,607.0
sim1_BS_HiLo_AC,95,AC,761.0
sim1_BS_HiLo_AC,95,BS,1150.0
sim1_BS_HiLo_AC,95,HiLo,908.0
sim1_BS_HiLo_AC,96,AC,866.0
sim1_BS_HiLo_AC,96,BS,1065.0
sim1_BS_HiLo_AC,96,HiLo,570.0
sim1_BS_HiLo_AC,97,AC,761.0
sim1_BS_HiLo_AC,97,BS,1225.0
sim1_BS_HiLo_AC,97,HiLo,502.0
sim1_BS_HiLo_AC,98,AC,931.0
sim1_BS_HiLo_AC,98,BS,635.0
sim1_BS_HiLo_AC,98,HiLo,992.0
sim1_BS_HiLo_AC,99,AC,1266.0
sim1_BS_HiLo_AC,99,BS,1230.0
sim1_BS_HiLo_AC,99,HiLo,2456.0
sim1_BS_HiLo_AC,100,AC,1002.0
sim1_BS_HiLo_AC,100,BS,1060.0
sim1_BS_HiLo_AC,100,HiLo,1536.0
sim1_BS_HiLo_AC,101,AC,698.0
sim1_BS_HiLo_AC,101,BS,870.0
sim1_BS_HiLo_AC,101,HiLo,630.0
sim1_BS_HiLo_AC,102,AC,1534.0
sim1_BS_HiLo_AC,102,BS,920.0
sim1_BS_HiLo_AC,102,HiLo,1087.0
sim1_BS_HiLo_AC,103,AC,653.0
sim1_BS_HiLo_AC,103,BS,785.0
sim1_BS_HiLo_AC,103,HiLo,612.0
sim1_BS_HiLo_AC,104,AC,1137.0
sim1_BS_HiLo_AC,104,BS,880.0
sim1_BS_HiLo_AC,104,HiLo,1564.0
sim1_BS_HiLo_AC,105,AC,1432.0
sim1_BS_HiLo_AC,105,BS,865.0
sim1_BS_HiLo_AC,105,HiLo,1391.0
sim1_BS_HiLo_AC,106,AC,1384.0
sim1_BS_HiLo_AC,106,BS,1030.0
sim1_BS_HiLo_AC,106,HiLo,1095.0
sim1_BS_HiLo_AC,107,AC,1485.0
sim1_BS_HiLo_AC,107,BS,1275.0
sim1_BS_HiLo_AC,107,HiLo,1651.0
sim1_BS_HiLo_AC,108,AC,1009.0
sim1_BS_HiLo_AC,108,BS,620.0
sim1_BS_HiLo_AC,108,HiLo,831.0
sim1_BS_HiLo_AC,109,AC,1085.0
sim1_BS_HiLo_AC,109,BS,1080.0
sim1_BS_HiLo_AC,109,HiLo,837.0
sim1_BS_HiLo_AC,110,AC,1816.0
sim1_BS_HiLo_AC,110,BS,910.0
sim1_BS_HiLo_AC,110,HiLo,1296.0
sim1_BS_HiLo_AC,111,AC,1083.0
sim1_BS_HiLo_AC,111,BS,1065.0
sim1_BS_HiLo_AC,111,HiLo,1407.0
sim1_BS_HiLo_AC,112,AC,1224.0
sim1_BS_HiLo_AC,112,BS,1310.0
sim1_BS_HiLo_AC,112,HiLo,1601.0
sim1_BS_HiLo_AC,113,AC,1047.0
sim1_BS_HiLo_AC,113,BS,1050.0
sim1_BS_HiLo_AC,113,HiLo,827.0
sim1_BS_HiLo_AC,114,AC,1062.0
sim1_BS_HiLo_AC,114,BS,1110.0
sim1_BS_HiLo_AC,114,HiLo,321.0
sim1_BS_HiLo_AC,115,AC,682.0
sim1_BS_HiLo_AC,115,BS,935.0
sim1_BS_HiLo_AC,115,HiLo,251.0
sim1_BS_HiLo_AC,116,AC,800.0
sim1_BS_HiLo_AC,116,BS,1355.0
sim1_BS_HiLo_AC,116,HiLo,1341.0
sim1_BS_HiLo_AC,117,AC,549.0
sim1_BS_HiLo_AC,117,BS,895.0
sim1_BS_HiLo_AC,117,HiLo,1159.0
sim1_BS_HiLo_AC,118,AC,1413.0
sim1_BS_HiLo_AC,118,BS,1455.0
sim1_BS_HiLo_AC,118,HiLo,1053.0
sim1_BS_HiLo_AC,119,AC,669.0
sim1_BS_HiLo_AC,119,BS,660.0
sim1_BS_HiLo_AC,119,HiLo,1059.0
sim1_BS_HiLo_AC,120,AC,1345.0
sim1_BS_HiLo_AC,120,BS,1090.0
sim1_BS_HiLo_AC,120,HiLo,866.0
sim1_BS_HiLo_AC,121,AC,1070.0
sim1_BS_HiLo_AC,121,BS,1100.0
sim1_BS_HiLo_AC,121,HiLo,1690.0
sim1_BS_HiLo_AC,122,AC,1357.0
sim1_BS_HiLo_AC,122,BS,935.0
sim1_BS_HiLo_AC,122,HiLo,1551.0
sim1_BS_HiLo_AC,123,AC,1529.0
sim1_BS_HiLo_AC,123,BS,975.0
sim1_BS_HiLo_AC,123,HiLo,980.0
sim1_BS_HiLo_AC,124,AC,1733.0
sim1_BS_HiLo_AC,124,BS,1365.0
sim1_BS_HiLo_AC,124,HiLo,1675.0
sim1_BS_HiLo_AC,125,AC,1119.0
sim1_BS_HiLo_AC,125,BS,930.0
sim1_BS_HiLo_AC,125,HiLo,1502.0
sim1_BS_HiLo_AC,126,AC,1955.0
sim1_BS_HiLo_AC,126,BS,1375.0
sim1_BS_HiLo_AC,126,HiLo,1116.0
sim1_BS_HiLo_AC,127,AC,807.0
sim1_BS_HiLo_AC,127,BS,1095.0
sim1_BS_HiLo_AC,127,HiLo,1493.0
sim1_BS_HiLo_AC,128,AC,1309.0
sim1_BS_HiLo_AC,128,BS,1130.0
sim1_BS_HiLo_AC,128,HiLo,1407.0
sim1_BS_HiLo_AC,129,AC,1523.0
sim1_BS_HiLo_AC,129,BS,1270.0
sim1_BS_HiLo_AC,129,HiLo,1132.0
sim1_BS_HiLo_AC,130,AC,1017.0
sim1_BS_HiLo_AC,130,BS,1000.0
sim1_BS_HiLo_AC,130,HiLo,1371.0
sim1_BS_HiLo_AC,131,AC,862.0
sim1_BS_HiLo_AC,131,BS,1010.0
sim1_BS_HiLo_AC,131,HiLo,814.0
sim1_BS_HiLo_AC,132,AC,1819.0
sim1_BS_HiLo_AC,132,BS,1080.0
sim1_BS_HiLo_AC,132,HiLo,1292.0
sim1_BS_HiLo_AC,133,AC,1118.0
sim1_BS_HiLo_AC,133,BS,1135.0
sim1_BS_HiLo_AC,133,HiLo,1482.0
sim1_BS_HiLo_AC,134,AC,1507.0
sim1_BS_HiLo_AC,134,BS,1380.0
sim1_BS_HiLo_AC,134,HiLo,1103.0
sim1_BS_HiLo_AC,135,AC,1178.0
sim1_BS_HiLo_AC,135,BS,1520.0
sim1_BS_HiLo_AC,135,HiLo,1172.0
sim1_BS_HiLo_AC,136,AC,1542.0
sim1_BS_HiLo_AC,136,BS,1090.0
sim1_BS_HiLo_AC,136,HiLo,1339.0
sim1_BS_HiLo_AC,137,AC,1629.0
sim1_BS_HiLo_AC,137,BS,1210.0
sim1_BS_HiLo_AC,137,HiLo,1975.0
sim1_BS_HiLo_AC,138,AC,857.0
sim1_BS_HiLo_AC,138,BS,820.0
sim1_BS_HiLo_AC,138,HiLo,1323.0
sim1_BS_HiLo_AC,139,AC,476.0
sim1_BS_HiLo_AC,139,BS,930.0
sim1_BS_HiLo_AC,139,HiLo,484.0
sim1_BS_HiLo_AC,140,AC,759.0
sim1_BS_HiLo_AC,140,BS,1000.0
sim1_BS_HiLo_AC,140,HiLo,521.0
sim1_BS_HiLo_AC,141,AC,1174.0
sim1_BS_HiLo_AC,141,BS,1125.0
sim1_BS_HiLo_AC,141,HiLo,1641.0
sim1_BS_HiLo_AC,142,AC,943.0
sim1_BS_HiLo_AC,142,BS,915.0
sim1_BS_HiLo_AC,142,HiLo,1624.0
sim1_BS_HiLo_AC,143,AC,1498.0
sim1_BS_HiLo_AC,143,BS,885.0
sim1_BS_HiLo_AC,143,HiLo,1017.0
sim1_BS_HiLo_AC,144,AC,547.0
sim1_BS_HiLo_AC,144,BS,640.0
sim1_BS_HiLo_AC,144,HiLo,504.0
sim1_BS_HiLo_AC,145,AC,1512.0
sim1_BS_HiLo_AC,145,BS,1405.0
sim1_BS_HiLo_AC,145,HiLo,1100.0
sim1_BS_HiLo_AC,146,AC,830.0
sim1_BS_HiLo_AC,146,BS,1135.0
sim1_BS_HiLo_AC,146,HiLo,1227.0
sim1_BS_HiLo_AC,147,AC,1160.0
sim1_BS_HiLo_AC,147,BS,1285.0
sim1_BS_HiLo_AC,147,HiLo,359.0
sim1_BS_HiLo_AC,148,AC,442.0
sim1_BS_HiLo_AC,148,BS,945.0
sim1_BS_HiLo_AC,148,HiLo,1102.0
sim1_BS_HiLo_AC,149,AC,454.0
sim1_BS_HiLo_AC,149,BS,710.0
sim1_BS_HiLo_AC,149,HiLo,1004.0
sim1_BS_HiLo_AC,150,AC,742.0
sim1_BS_HiLo_AC,150,BS,1140.0
sim1_BS_HiLo_AC,150,HiLo,874.0
sim1_BS_HiLo_AC,151,AC,1247.0
sim1_BS_HiLo_AC,151,BS,960.0
sim1_BS_HiLo_AC,151,HiLo,1218.0
sim1_BS_HiLo_AC,152,AC,281.0
sim1_BS_HiLo_AC,152,BS,875.0
sim1_BS_HiLo_AC,152,HiLo,149.0
sim1_BS_HiLo_AC,153,AC,1122.0
sim1_BS_HiLo_AC,153,BS,885.0
sim1_BS_HiLo_AC,153,HiLo,864.0
sim1_BS_HiLo_AC,154,AC,1275.0
sim1_BS_HiLo_AC,154,BS,1575.0
sim1_BS_HiLo_AC,154,HiLo,1653.0
sim1_BS_HiLo_AC,155,AC,664.0
sim1_BS_HiLo_AC,155,BS,750.0
sim1_BS_HiLo_AC,155,HiLo,799.0
sim1_BS_HiLo_AC,156,AC,1437.0
sim1_BS_HiLo_AC,156,BS,1120.0
sim1_BS_HiLo_AC,156,HiLo,1907.0
sim1_BS_HiLo_AC,157,AC,1306.0
sim1_BS_HiLo_AC,157,BS,1375.0
sim1_BS_HiLo_AC,157,HiLo,1084.0
sim1_BS_HiLo_AC,158,AC,1372.0
sim1_BS_HiLo_AC,158,BS,985.0
sim1_BS_HiLo_AC,158,HiLo,1386.0
sim1_BS_HiLo_AC,159,AC,1237.0
sim1_BS_HiLo_AC,159,BS,785.0
sim1_BS_HiLo_AC,159,HiLo,1229.0
sim1_BS_HiLo_AC,160,AC,1609.0
sim1_BS_HiLo_AC,160,BS,1245.0
sim1_BS_HiLo_AC,160,HiLo,1535.0
sim1_BS_HiLo_AC,161,AC,2014.0
sim1_BS_HiLo_AC,161,BS,1240.0
sim1_BS_HiLo_AC,161,HiLo,2091.0
sim1_BS_HiLo_AC,162,AC,1537.0
sim1_BS_HiLo_AC,162,BS,690.0
sim1_BS_HiLo_AC,162,HiLo,1139.0
sim1_BS_HiLo_AC,163,AC,1348.0
sim1_BS_HiLo_AC,163,BS,1315.0
sim1_BS_HiLo_AC,163,HiLo,1507.0
sim1_BS_HiLo_AC,164,AC,1285.0
sim1_BS_HiLo_AC,164,BS,1000.0
sim1_BS_HiLo_AC,164,HiLo,1364.0
sim1_BS_HiLo_AC,165,AC,853.0
sim1_BS_HiLo_AC,165,BS,810.0
sim1_BS_HiLo_AC,165,HiLo,1069.0
sim1_BS_HiLo_AC,166,AC,962.0
sim1_BS_HiLo_AC,166,BS,885.0
sim1_BS_HiLo_AC,166,HiLo,1244.0
sim1_BS_HiLo_AC,167,AC,1246.0
sim1_BS_HiLo_AC,167,BS,1205.0
sim1_BS_HiLo_AC,167,HiLo,1227.0
sim1_BS_HiLo_AC,168,AC,1656.0
sim1_BS_HiLo_AC,168,BS,1485.0
sim1_BS_HiLo_AC,168,HiLo,1636.0
sim1_BS_HiLo_AC,169,AC,1913.0
sim1_BS_HiLo_AC,169,BS,1005.0
sim1_BS_HiLo_AC,169,HiLo,1356.0
sim1_BS_HiLo_AC,170,AC,1706.0
sim1_BS_HiLo_AC,170,BS,1275.0
sim1_BS_HiLo_AC,170,HiLo,1060.0
sim1_BS_HiLo_AC,171,AC,840.0
sim1_BS_HiLo_AC,171,BS,690.0
sim1_BS_HiLo_AC,171,HiLo,932.0
sim1_BS_HiLo_AC,172,AC,711.0
sim1_BS_HiLo_AC,172,BS,1245.0
sim1_BS_HiLo_AC,172,HiLo,715.0
sim1_BS_HiLo_AC,173,AC,1344.0
sim1_BS_HiLo_AC,173,BS,620.0
sim1_BS_HiLo_AC,173,HiLo,1308.0
sim1_BS_HiLo_AC,174,AC,752.0
sim1_BS_HiLo_AC,174,BS,1010.0
sim1_BS_HiLo_AC,174,HiLo,1266.0
sim1_BS_HiLo_AC,175,AC,1055.0
sim1_BS_HiLo_AC,175,BS,565.0
sim1_BS_HiLo_AC,175,HiLo,1391.0
sim1_BS_HiLo_AC,176,AC,1392.0
sim1_BS_HiLo_AC,176,BS,1105.0
sim1_BS_HiLo_AC,176,HiLo,1020.0
sim1_BS_HiLo_AC,177,AC,1520.0
sim1_BS_HiLo_AC,177,BS,1160.0
sim1_BS_HiLo_AC,177,HiLo,1479.0
sim1_BS_HiLo_AC,178,AC,1517.0
sim1_BS_HiLo_AC,178,BS,1395.0
sim1_BS_HiLo_AC,178,HiLo,1282.0
sim1_BS_HiLo_AC,179,AC,780.0
sim1_BS_HiLo_AC,179,BS,955.0
sim1_BS_HiLo_AC,179,HiLo,1789.0
sim1_BS_HiLo_AC,180,AC,1233.0
sim1_BS_HiLo_AC,180,BS,1280.0
sim1_BS_HiLo_AC,180,HiLo,1507.0
sim1_BS_HiLo_AC,181,AC,873.0
sim1_BS_HiLo_AC,181,BS,890.0
sim1_BS_HiLo_AC,181,HiLo,1013.0
sim1_BS_HiLo_AC,182,AC,1671.0
sim1_BS_HiLo_AC,182,BS,975.0
sim1_BS_HiLo_AC,182,HiLo,1251.0
sim1_BS_HiLo_AC,183,AC,1060.0
sim1_BS_HiLo_AC,183,BS,825.0
sim1_BS_HiLo_AC,183,HiLo,713.0
sim1_BS_HiLo_AC,184,AC,1858.0
sim1_BS_HiLo_AC,184,BS,1155.0
sim1_BS_HiLo_AC,184,HiLo,980.0
